task_id	embedding_root	model	variant	feature	classifier	reducer	components	output	train_target	evaluation_target
92	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	long	title_mean	logistic	none	0	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/classification/xlm_roberta_large_long_title_mean_logistic_none_0.json	event_return_3d	next_day_return
93	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	long	title_mean	logistic	pca	128	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/classification/xlm_roberta_large_long_title_mean_logistic_pca_128.json	event_return_3d	next_day_return
94	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	long	body_mean	logistic	none	0	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/classification/xlm_roberta_large_long_body_mean_logistic_none_0.json	event_return_3d	next_day_return
95	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	long	body_mean	logistic	pca	128	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/classification/xlm_roberta_large_long_body_mean_logistic_pca_128.json	event_return_3d	next_day_return
96	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	long	full_mean	logistic	none	0	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/classification/xlm_roberta_large_long_full_mean_logistic_none_0.json	event_return_3d	next_day_return
97	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	long	full_mean	logistic	pca	128	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/classification/xlm_roberta_large_long_full_mean_logistic_pca_128.json	event_return_3d	next_day_return
98	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	masked_long	title_mean	logistic	none	0	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/classification/xlm_roberta_large_masked_long_title_mean_logistic_none_0.json	event_return_3d	next_day_return
99	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	masked_long	title_mean	logistic	pca	128	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/classification/xlm_roberta_large_masked_long_title_mean_logistic_pca_128.json	event_return_3d	next_day_return
100	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	masked_long	body_mean	logistic	none	0	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/classification/xlm_roberta_large_masked_long_body_mean_logistic_none_0.json	event_return_3d	next_day_return
101	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	masked_long	body_mean	logistic	pca	128	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/classification/xlm_roberta_large_masked_long_body_mean_logistic_pca_128.json	event_return_3d	next_day_return
102	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	masked_long	full_mean	logistic	none	0	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/classification/xlm_roberta_large_masked_long_full_mean_logistic_none_0.json	event_return_3d	next_day_return
103	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/embeddings	xlm_roberta_large	masked_long	full_mean	logistic	pca	128	/home/gaozh/news_content_quality_20260812/cninfo_method_v1/classification/xlm_roberta_large_masked_long_full_mean_logistic_pca_128.json	event_return_3d	next_day_return
